1	11.0067
2	11.803
3	12.017
4	12.017
5	11.9511
6	12.1734
7	11.6877
8	11.128
9	9.6218
10	9.7617
11	10.4943
12	11.5314
13	11.1939
14	11.3009
15	10.9223
16	10.198
17	10.0663
18	10.165
19	10.2885
20	10.6918
21	10.8482
22	10.7824
23	10.9305
24	10.9305
25	10.8647
26	10.7083
27	10.4943
28	10.2803
29	10.4943
30	10.5519
31	10.593
32	11.021
33	10.8317
34	10.914
35	11.0293
36	11.0704
37	10.9058
38	11.1363
39	11.449
40	11.1445
41	11.1034
42	10.8976
43	10.84
44	10.6177
45	10.8482
46	11.0293
47	10.7988
48	10.7494
49	10.9717
50	11.3997
51	11.2021
52	11.449
53	11.877
54	11.6301
55	11.556
56	11.5972
57	11.5231
58	11.2021
59	11.1445
60	11.3667
61	11.2021
62	11.3832
63	11.2515
64	11.3585
65	11.3585
66	11.3585
67	11.3585
68	11.663
69	11.7207
70	11.803
71	11.7865
72	11.7618
73	11.9347
74	11.9264
75	11.877
76	12.0005
77	12.2227
78	12.017
79	11.984
80	11.8935
81	11.77
82	11.6795
83	11.77
84	11.6466
85	11.5396
86	11.6548
87	11.877
88	11.7042
89	11.5807
90	11.5643
91	11.663
92	11.7042
93	11.663
94	11.663
95	11.8359
96	11.5643
97	11.4079
98	11.3667
99	11.6877
100	11.5725
101	11.7289
102	11.6384
103	11.5067
104	11.4737
105	11.2927
106	11.3832
107	11.4573
108	11.5067
109	11.3503
110	11.5725
111	11.5231
112	11.5396
113	11.3174
114	11.449
115	11.2021
116	11.6877
117	11.5149
118	11.5643
119	11.5149
120	11.556
121	11.7124
122	11.7371
123	11.803
124	11.7207
125	11.5643
126	11.5972
127	11.6877
128	11.663
129	11.5314
130	11.7042
131	11.7124
132	11.7618
133	11.6301
134	11.5807
135	11.4573
136	11.5807
137	11.4244
138	11.2021
139	11.054
140	11.0869
141	10.9552
142	10.9305
143	10.7494
144	10.7083
145	10.6095
146	10.519
147	10.305
148	10.1074
149	9.8358
150	9.6053
151	9.663
152	9.8358
153	9.7288
154	9.6794
155	9.5066
156	9.3913
157	9.3913
158	9.1033
159	9.2761
160	9.4572
161	9.8276
162	10.0004
163	10.2144
164	10.1074
165	10.1897
166	10.3132
167	10.4778
168	10.5519
169	10.5601
170	10.6671
171	10.7412
172	10.6836
173	10.3873
174	10.4449
175	10.1733
176	10.412
177	10.412
178	10.2556
179	10.2556
180	10.305
181	10.4284
182	10.3379
183	10.3708
184	10.4449
185	10.412
186	10.2967
187	10.2885
188	10.1486
189	10.1733
190	10.2803
191	10.2803
192	10.412
193	10.2227
194	10.2309
195	10.1897
196	10.2309
197	10.2473
198	10.4449
199	10.4367
200	10.6507
201	10.8235
202	10.8811
203	10.8811
204	10.6095
205	10.5684
206	10.5025
207	10.5437
208	10.5437
209	10.7083
210	10.272
211	10.3379
212	10.2885
213	10.272
214	10.198
215	10.3708
216	10.519
217	10.519
218	10.4943
219	10.6671
220	10.7824
221	10.9223
222	11.0128
223	10.914
224	10.9881
225	10.914
226	10.9058
227	10.9552
228	11.0457
229	11.0293
230	10.9387
231	10.8976
232	10.9058
233	10.9881
234	11.1116
235	11.3667
236	11.4408
237	11.3174
238	11.3997
239	11.3256
240	11.1939
241	11.3914
242	11.3914
243	11.5231
244	11.5231
245	11.6877
246	11.5725
247	11.6301
248	11.6384
249	11.5396
250	11.5067
251	11.5972
252	11.556
253	11.5314
254	11.5314
255	11.5725
256	11.5725
257	11.5231
258	11.4573
259	11.5314
260	11.6384
261	11.6384
262	11.6713
263	11.3667
264	11.1116
265	11.1116
266	11.2515
267	11.0704
268	10.8482
269	10.7247
270	10.4614
271	10.6671
272	10.5684
273	10.3461
274	10.3297
275	10.3132
276	10.0992
277	10.1486
278	10.3708
279	10.6918
280	11.1116
281	11.0704
282	10.9058
283	11.054
284	11.021
285	11.1116
286	10.947
287	10.7412
288	11.1527
289	10.8811
290	10.7165
291	11.5396
292	12.8812
293	12.552
294	12.6014
295	12.6014
296	12.6178
297	12.5437
298	12.3709
299	12.7084
300	12.8977
301	12.9224
302	12.6343
303	12.4285
304	12.552
305	12.5026
306	12.552
307	12.5849
308	12.5767
309	12.6754
310	12.6178
311	12.3709
312	12.1404
313	12.1651
314	11.9594
315	12.5684
316	12.6425
317	12.5437
318	12.6837
319	12.7413
320	12.6507
321	12.6261
322	12.6672
323	12.6837
324	12.4697
325	12.338
326	12.6425
327	12.6754
328	12.9882
329	12.8812
330	12.9635
331	13.0705
332	13.087
333	13.0047
334	12.8401
335	12.9882
336	12.7084
337	12.3462
338	12.3544
339	12.4285
340	12.5931
341	12.5931
342	12.5931
343	12.3051
344	12.2804
345	12.1981
346	12.3462
347	12.3462
348	12.445
349	12.3133
350	12.0664
351	11.984
352	11.7618
353	11.6713
354	11.7042
355	11.8277
356	11.7618
357	11.7042
358	11.7865
359	11.8935
360	11.9347
361	11.7042
362	11.3914
363	11.6713
364	11.6548
365	12.1487
366	12.4038
367	12.1734
368	12.231
369	12.3462
370	12.6096
371	13.0211
372	12.8812
373	12.9224
374	12.7824
375	12.8071
376	12.8401
377	12.7413
378	12.9306
379	13.0623
380	13.1281
381	13.0458
382	12.8483
383	12.7577
384	12.6507
385	12.4779
386	12.5602
387	12.7577
388	12.6507
389	12.6425
390	12.5602
391	12.8812
392	12.9553
393	12.9388
394	12.8565
395	12.9224
396	12.9964
397	12.9224
398	12.7577
399	12.6014
400	12.552
401	12.659
402	12.5767
403	12.6343
404	12.8071
405	12.9553
406	12.7907
407	12.9224
408	12.8565
409	12.7495
410	12.7166
411	12.6837
412	12.8401
413	12.8401
414	12.9224
415	12.8812
416	12.9224
417	13.1693
418	13.4409
419	13.6302
420	13.622
421	13.7043
422	13.7948
423	13.9512
424	13.9841
425	13.8854
426	14.157
427	14.1652
428	14.0088
429	13.9512
430	13.7454
431	13.9101
432	13.9677
433	13.9924
434	13.8442
435	13.7537
436	13.8689
437	13.7207
438	13.9101
439	14.0088
440	13.9101
441	13.9101
442	14.157
443	14.1405
444	14.1158
445	14.2887
446	14.3627
447	13.9183
448	13.8524
449	13.622
450	13.4327
451	13.8277
452	13.9594
453	13.729
454	13.7372
455	14.2228
456	14.0911
457	14.3627
458	14.371
459	14.2393
460	14.124
461	14.0088
462	13.5644
463	13.7866
464	13.1281
465	13.1281
466	12.8894
467	13.3915
468	13.4162
469	12.9635
470	13.3586
471	13.622
472	13.622
473	14.1158
474	13.5314
475	12.7577
476	12.3874
477	12.5931
478	12.9224
479	12.9224
480	13.3339
481	13.3751
482	13.5561
483	13.4656
484	13.1034
485	12.8812
486	12.6343
487	12.6754
488	13.0705
489	13.1693
490	13.0705
491	12.6425
492	12.1816
493	12.5437
494	11.9347
495	12.4614
496	12.9059
497	12.8236
498	12.7989
499	12.9306
500	12.6425
501	12.552
502	12.1404
503	12.7166
504	12.7166
505	12.8812
506	12.8812
507	13.2351
508	13.2434
509	13.1693
510	13.087
511	12.6919
512	12.4121
513	12.6754
514	12.0993
515	12.2968
516	12.5108
517	12.5108
518	12.5108
519	12.6754
520	12.8401
521	13.0458
522	13.0458
523	12.7413
524	12.5437
525	13.482
526	13.622
527	13.803
528	13.7784
529	13.5314
530	13.6467
531	13.9101
532	13.803
533	13.5891
534	13.9101
535	14.157
536	14.1158
537	13.9265
538	14.0335
539	13.943
540	14.05
541	13.8936
542	13.5891
543	13.8277
544	14.157
545	14.157
546	13.7537
547	13.8607
548	13.7948
549	13.8277
550	13.9018
551	13.729
552	13.9512
553	14.0417
554	13.7454
555	13.8689
556	13.6714
557	13.7784
558	13.5561
559	13.4409
560	13.1857
561	13.0376
562	13.2104
563	13.3751
564	13.3174
565	13.2187
