1	2.04
2	1.93
3	2.44
4	2.35
5	2.56
6	2.49
7	2.68
8	2.46
9	2.47
10	2.48
11	2.09
12	2.06
13	2.07
14	1.81
15	1.57
16	1.70
17	1.66
18	1.55
19	1.48
20	1.54
21	1.39
22	1.69
23	1.53
24	1.68
25	1.42
26	1.38
27	1.34
28	1.25
29	1.19
30	1.17
31	0.970
32	1.22
33	1.55
34	1.58
35	1.43
36	1.70
37	1.67
38	1.51
39	1.49
40	1.75
41	1.71
42	1.63
43	2.12
44	2.20
45	2.41
46	2.31
47	2.37
48	2.56
49	2.48
50	2.21
51	2.18
52	2.13
53	2.08
54	2.04
55	2
56	1.89
57	2
58	2.41
59	2.57
60	2.48
61	2.24
62	2
63	1.98
64	1.90
65	1.92
66	1.87
67	1.80
68	1.80
69	2.16
70	2
71	2.02
72	2.08
73	2.23
74	2.15
75	1.88
76	2.32
77	1.92
78	1.98
79	1.85
80	1.51
81	1.68
82	2.07
83	1.58
84	1.92
85	2.01
86	1.89
87	2
88	2.16
89	1.91
90	1.88
91	1.59
92	1.69
93	1.36
94	1.53
95	1.43
96	2.27
97	2.80
98	2.52
99	2.87
100	2.98
101	2.80
102	2.59
103	2.74
104	2.83
105	2.85
106	2.46
107	2.29
108	2.23
109	2.11
110	1.90
111	1.91
112	1.80
113	1.80
114	1.70
115	1.56
116	1.59
117	1.51
118	1.41
119	1.51
120	1.49
121	1.80
122	1.89
123	1.67
124	1.73
125	1.59
126	1.48
127	1.45
128	1.34
129	1.40
130	1.44
131	1.60
132	1.52
133	1.49
134	1.54
135	1.87
136	1.51
137	1.87
138	2.07
139	1.87
140	1.78
141	2.03
142	2.05
143	2.16
144	2.22
145	2.22
146	2.56
147	2.86
148	2.78
149	2.54
150	2.55
151	2.41
152	2.70
153	2.53
154	2.48
155	2.25
156	2.44
157	2.07
158	2.11
159	2.03
160	2.14
161	2.11
162	2.10
163	2.26
164	2.31
165	2.07
166	2.32
167	2.45
168	2.54
169	2.37
170	2.35
171	2.20
172	2.25
173	2.39
174	2.11
175	2.24
176	2.01
177	2.07
178	1.94
179	2.19
180	1.88
181	2.32
182	2.32
183	2.43
184	2.31
185	2.24
186	2.01
187	2.06
188	1.83
189	2.29
190	2.71
191	2.88
192	3.04
193	3.25
194	2.83
195	3.18
196	2.70
197	2.70
198	2.83
199	2.66
200	2.79
201	2.48
202	2.09
203	1.88
204	1.92
205	1.61
206	1.71
207	2.08
208	2.78
209	4.43
210	3.99
211	3.44
212	3.11
213	2.49
214	2.41
215	1.91
216	1.49
217	1.42
218	1.34
219	1.24
220	1.30
221	1.25
222	1.63
223	2.14
224	2.14
225	2.30
226	2.20
227	2.21
228	2.28
229	2.02
230	2.04
231	2.07
232	2.33
233	2.12
234	2.05
235	2.30
236	2.25
237	2.33
238	2.47
239	2.27
240	2.28
241	1.96
242	1.83
243	1.73
244	1.61
245	1.46
246	1.37
247	1.15
248	1.27
249	1.87
250	1.74
251	1.62
252	1.96
253	2
254	2.01
255	2.09
256	2.08
257	2.06
258	2.18
259	2.67
260	2.53
261	2.22
262	2.26
263	2.11
264	2.05
265	2.07
266	1.96
267	1.87
268	1.78
269	1.84
270	1.76
271	1.74
272	1.72
273	1.69
274	1.81
275	2.12
276	1.96
277	1.60
278	1.81
279	2.23
280	1.87
281	1.88
282	2.27
283	2.64
284	2.38
285	2.16
286	2.04
287	2.03
288	2.04
289	1.80
290	2.04
291	2.02
292	1.72
293	1.76
294	1.78
295	1.72
296	1.93
297	1.89
298	2.09
299	1.88
300	2.11
301	2.19
302	2.19
303	2.05
304	1.64
305	1.59
306	1.40
307	1.59
308	1.39
309	1.47
310	1.92
311	1.83
312	1.62
313	1.93
314	1.93
315	1.81
316	1.72
317	1.92
318	2.08
319	2.21
320	1.93
321	2.62
322	2.99
323	2.98
324	2.70
325	2.45
326	2.86
327	2.29
328	1.88
329	1.74
330	1.49
331	1.48
332	1.28
333	1.31
334	1.19
335	1.25
336	1.30
337	1.19
338	1.12
339	1.17
340	1.28
341	1.26
342	1.28
343	1.32
344	1.49
345	1.38
346	1.38
347	1.30
348	1.39
349	1.28
350	1.43
351	1.39
352	1.30
353	1.40
354	1.44
355	1.42
356	1.57
357	1.61
358	1.61
359	1.58
360	1.76
361	1.64
362	1.62
363	1.70
364	1.59
365	1.67
366	1.53
367	1.72
368	1.54
369	1.47
370	1.35
371	1.30
372	1.31
373	1.37
374	1.59
375	1.56
376	1.74
377	2.33
378	2.37
379	2.33
380	2.59
381	2.59
382	2.22
383	2.17
384	1.92
385	1.80
386	1.69
387	1.62
388	1.57
389	1.60
390	1.58
391	1.51
392	1.49
393	1.65
394	1.65
395	1.44
396	1.46
397	1.37
398	1.24
399	1.12
400	1.12
401	1.10
402	1.01
403	0.910
404	0.900
405	0.840
406	0.840
407	0.990
408	1.07
409	1.17
410	1.35
411	1.34
412	1.28
413	1.42
414	1.43
415	1.66
416	1.46
417	1.48
418	1.60
419	1.53
420	1.57
421	1.46
422	1.48
423	1.63
424	1.62
425	1.55
426	1.48
427	1.29
428	1.33
429	1.40
430	1.61
431	1.50
432	1.65
433	2.35
434	2.18
435	2.60
436	2.09
437	2.13
438	2.05
439	2.20
440	2.24
441	2.07
442	2.43
443	2.90
444	2.20
445	2.27
446	2.15
447	1.87
448	1.74
449	1.65
450	1.74
451	1.89
452	2.27
453	1.94
454	1.79
455	1.50
456	1.47
457	1.75
458	1.99
459	1.89
460	1.82
461	2.47
462	3.07
463	2.74
464	2.90
465	2.73
466	2.79
467	3.08
468	3.03
469	2.84
470	2.69
471	3.13
472	2.82
473	2.56
474	2.76
475	2.50
476	2.55
477	2.28
478	2.11
479	2.16
480	1.91
481	1.97
482	1.76
483	1.77
484	1.70
485	1.70
486	1.76
487	1.79
488	1.63
489	1.63
490	1.40
491	1.24
492	1.17
493	1.62
494	1.65
495	1.86
496	1.65
497	1.62
498	2.19
499	1.76
500	1.69
501	1.51
502	1.36
503	1.37
504	1.20
505	1.36
506	1.43
507	1.38
508	1.46
509	1.44
510	1.54
511	1.40
512	1.43
513	1.28
514	1.25
515	1.08
516	1.03
517	0.950
518	0.970
519	0.960
520	0.870
521	0.850
522	1.07
523	1.22
524	1.09
525	1.14
526	1.84
527	2.08
528	2.23
529	2.33
530	2.03
531	1.68
532	1.76
533	1.95
534	2.19
535	1.94
536	2.08
537	1.82
538	1.67
539	1.63
540	1.42
541	1.50
542	1.45
543	1.46
544	1.49
545	1.33
546	1.42
547	1.77
548	1.19
549	1.64
550	1.50
551	1.39
552	1.56
553	1.66
554	2
555	1.88
556	1.95
557	1.85
558	1.87
559	1.85
560	1.68
561	1.69
562	1.67
563	1.70
564	1.81
565	1.73
566	1.40
567	1.38
568	1.24
569	1.28
570	1.30
571	1.16
572	1.08
573	1.07
574	1
575	0.990
576	0.860
577	0.980
578	0.970
579	0.930
580	0.930
581	0.860
582	0.940
583	1.11
584	1.21
585	1.12
586	1.15
587	1.12
588	1.12
589	1.13
590	1.12
591	1.13
592	1.16
593	1.15
594	1.28
595	1.08
596	1.11
597	1.15
598	1.06
599	1.03
600	1.16
601	1.20
602	1.28
603	1.24
604	1.25
605	1.21
606	1.28
607	1.21
608	1.32
609	1.19
610	1.30
611	1.29
612	1.20
613	1.14
